Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_10,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q16,Q2,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q7_10,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8,Q27,age_tab,asian,black,LA,natam,other,white,region,region_coarse,RZIP,RZIP4,SD,SEX,URBANICITY,w1,AD,AGE,CD,CNTY,CompletionDate,F12,F13,F14,F15,F16,F17,F18,F19,F20,ID,lang,latlang,likely,party_reg,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q25,Q26,Q48_6,Q29_argentina,Q29_bolivia,Q29_chile,Q29_colombia,Q29_costa_rica,Q29_cuba,Q29_ecuador,Q29_el_salvador,Q29_guatemala,Q29_honduras,Q29_mexico,Q29_nicaragua,Q29_others,Q29_panama,Q29_paraguay,Q29_peru,Q29_puerto_rico,Q29_uruguay,Q29_venezuela,Q30,Q31_bangladesh,Q31_bhutan,Q31_burma,Q31_cambodia,Q31_china,Q31_guam,Q31_hawaii,Q31_hmong,Q31_india,Q31_indonesia,Q31_japan,Q31_korea,Q31_laos,Q31_malaysia,Q31_nepal,Q31_others,Q31_pakistan,Q31_philippines,Q31_samoa,Q31_sri_lanka,Q31_taiwan,Q31_thailand,Q31_vietnam,Q32,Q33a,Q33b,Q33c,Q33d,Q34,Q35,Q36,Q37
 , , , , , , , , , , , , , , ,2,1,1,1,4,1,1,1,3,3,1,3,3,1,3,1,5,5,1, ,0, , , ,9,8,92024,4809,38,1,2,6.51532802054662019e-01,77,69,49,37,5,1,1,1,1,1,1,1,1,1, 3488,1, ,1,1,4,1,4,3,5,70,2,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1, , ,1,1,1,4
2,2,2,4,1,3,1,3,3,1,1,3,1,2,1, , , , , , , , , , , , , , , , ,5,5,1, ,0, , , ,5,4,92591,1818,32,2,2,1.52402905529306998e+00,71,65,48,33,5,2,1,1,1,1,1,1,1,1,13736,1, ,1,1,4,1,4,5,5,65,1,7, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1, , ,1,1,1,5
5,2,5,5,1,3,1,3,3,1,1,3,2,3,1, , , , , , , , , , , , , , , , ,5,1,1, ,0, , , ,8,7,92867,6478,37,1,2,8.36325529166347059e-01,59,24,40,30,5,2,2,2,2,1,1,1,2,1, 4020,1, ,1,1,4,2,5,5,5,24,2,6, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1, , ,2,2,2,4
1,1,1,5,1,3,2,3,3,1,1,1,1,3,3, , , , , , , , , , , , , , , , ,5,5, , ,0, , ,1,1,1,94603,3051, 7,1,3,1.30166760045742991e+00,18,66,12, 1,5,1,1,1,1,1,1,1,1,1, 2088,1, ,1,1,4,1,5,5,5,66,2,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,1,1, , ,3,2,1,4
5,2,2,5,1,1,1,3,3,1,1,3,2,3,1, , , , , , , , , , , , , , , , ,5,2,1, ,0, , , ,8,7,92886,1795,32,1,2,3.84765215336931021e+00,59,33,40,30,5,2,2,2,2,1,1,2,1,2, 5449,1, ,2,1,4,2,4,1,5,33,2,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,5,2,3,4
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , ,1, , ,1,6,5,90068,2984,24,2,3,1.63125425172570004e+00,51,21,30,19,5,2,2,2,2,2,1,2,2,2,12701,1, ,2,2,3,3,5,5,5,21,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,4, , ,3,5,2,2,4
5,5,5,5,4,2,1,4,4,1,2,4,2,2,3, , , , , , , , , , , , , , , , ,4,4, , ,0, , , ,8,7,90630,5430,36,1,3,3.43815144949472018e-01,67,61,45,30,5,3,3,3,1,1,2,1,2,1, 9621,1,1,2,1,4,2,5,5,5,61,2,8,1,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,2,2,3, 
5,5,5,5,4,3,3,4,4,4,4,4,3,1,3, , , , , , , , , , , , , , , , ,3,2,1, ,0, , , ,3,3,95993,1418, 1,2,2,7.06983685187895983e+00, 3,39, 1,51,5,2,1,2,3,1,1,2,2,2,12980,1, ,2,2,2,5,5,5,5,39,1,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3, , ,3,1,2,1,6
5,5,1,4,1,3,2,2,4,2,1,3,1,2,1, , , , , , , , , , , , , , , , ,4,5, , ,0, , ,1,7,6,96161,1574, 4,2,1,4.81389737591000011e-01, 1,72, 3,29,5,1,1,1,1,1,1,1,1,1, 5728,1, ,1,1,4,1,4,5,5,72,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,1,5
5,5,5,5,1,4,1,3,3,4,4,4,2,4,3, , , , , , , , , , , , , , , , ,3,2, ,1,1, , , ,6,5,90028,3703,26,1,3,9.75492030539634070e-01,51,31,30,19,5,2,2,2,2,1,1,2,1,1, 5299,1, ,1,2,4,2,4,4,4,32,2,7, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,1,2,2,4
4,4,4,1,3,3,3,1,1,3,3,1,3,1,2, , , , , , , , , , , , , , , , ,1,3, , ,0, , , ,2,2,93901,3820,17,1,2,1.19839943681803995e+00,29,41,18,27,5,2,2,2,2,1,1,1,1,1,12094,1,1,1,4,1,4,1,4,2,41,2,7,1, , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,7
5,5,5,5,4,4,4,3,4,4,1,1,4,1,2, , , , , , , , , , , , , , , , ,3,1, , ,0, , , ,6,5,90241,4949,30,2,3,7.63385136524588059e-01,64,28,42,19,5,2,2,2,2,2,2,2,2,2,14657,1,2,2,2,1,4,5,5,5,28,1,3,1, , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,2,2,3
4,3,4,2,2,3,3,3,2,1,2,3,3,1,2, , , , , , , , , , , , , , , , ,3,5, , ,0, , ,1,9,8,92130,1338,38,2,2,1.05425138157726014e-01,77,66,50,37,5,1,1,1,1,1,1,1,1,1,13376,1, ,1,4,4,4,3,4,3,66,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,1,2,1,7
5,4,4,1,3,1,3,1,1,3,3,4,3,1,2, , , , , , , , , , , , , , , , ,1,3, , ,0, , ,1,5,4,92508,2982,32,2,2,5.20755476309167076e-01,63,45,39,33,5,2,1,3,3,2,1,1,2,1, 1237,1, ,1,4,3,4,5,5,5,46,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,7
5,1,1,4,1,1,1,2,4,1,1,3,2,3,1, , , , , , , , , , , , , , , , ,4,3, , ,0, , ,1,1,1,94303,2928,13,2,3,7.94300768723344097e-01,23,44,16,43,5,1,1,1,1,3,1,1,2,1, 3052,1, ,1,2,4,2,4,3,3,44,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,1,1,2,2,7
1,2,2,4,1,3,1,3,3,1,1,3,1,3,1, , , , , , , , , , , , , , , , ,5,5, , ,0, , ,1,3,3,95821,3029, 6,1,3,5.82680436936985013e-01, 6,68, 6,34,5,3,3,1,1,1,1,1,1,1,  768,1, ,1,1,4,1,3,5,3,68,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,1,1,5
5,5,5,3,3,3,3,3,4,1,4,3,4,3,3, , , , , , , , , , , , , , , , ,3,4, , ,0, , ,1,6,5,90805,5535,33,1,3,6.71076430163858095e-01,65,54,44,19,5,1,1,1,1,1,1,1,1,1,10049,1, ,1,1,4,4,5,5,5,54,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,3,2,2,1
 , , , , , , , , , , , , , , ,1,5,1,5,5,3,3,3,3,3,1,3,3,2,2,2,3,3, , ,0, , ,1,5,4,92223,7473,19,1,1,2.90425965980574019e-01,47,47,25,33,5,2,1,1,1,1,1,1,1,1, 9577,1, ,1,2,4,1,3,5,5,47,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,1,2,1,7
 ,1, ,4,3,3,2,2,3,2,3,3,2,1,2, , , , , , , , , , , , , , , , ,4,4, , ,0, , ,1,3,3,95932,3158, 1,1,1,2.66803850947610988e+00, 4,63, 1, 6,5,2,2,2,2,2,2,2,2,3,13978,1, ,2,3,4,4,5,5,5,63,2,4,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,3,2,2,2
 , , , , , , , , , , , , , , ,2,5,1,4,2,3,4,4,1,2,2,4,3,3,1,2,3,6, , ,0, , ,1,3,3,95965,8388, 1,2,1,9.96946665542810112e-02, 3,75, 1, 4,5,2,2,2,2,1,1,1,1,1, 4950,1, ,1,4,4,4,3,5,5,75,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,2,1,7
5,5,4,5,4,1,4,3,4,4,4,1,3,1,2, , , , , , , , , , , , , , , , ,1,3, , ,0, , ,1,7,6,95228,9598, 4,2,1,3.51702480791084016e+00, 9,41, 5, 5,5,2,2,2,2,2,1,1,2,2, 1750,1, ,2,4,1,4,1,3,4,42,1,3,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,6
2,1,1,4,1,3,2,3,3,1,2,3,1,3,1, , , , , , , , , , , , , , , , ,5,2, , ,0, , ,1,1,1,94122,1434,11,2,3,2.29430410483742020e-01,19,33,11,38,5,2,1,1,1,1,1,1,1,1, 9096,1, ,2,1,4,2,4,5,5,34,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,7
5,1,2,5,1,1,2,3,3,1,3,1,1,1,3, , , , , , , , , , , , , , , , ,3,3,1, ,0, , , ,6,5,90404,3053,24,1,3,1.65078989607144999e+00,51,45,36,19,5,2,2,2,2,2,2,2,2,1,13954,1, ,2,2,4,1,4,5,5,45,2,8, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3, , ,1,1,1,1,7
 , , , , , , , , , , , , , , ,1,2,1,1,5,4,4,1,2,4,1,4,4,1,4,1,4,6, , ,0, , ,1,1,1,94702,2334, 7,2,3,3.17040449826759052e-01,14,80,12, 1,5,1,1,1,1,1,1,1,1,1,14871,1, ,1,1,4,2,3,5,5,81,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,2,1,3
4,4,4,1,3,1,1,1,2,3,3,1,2,1,2, , , , , , , , , , , , , , , , ,1,6, , ,0, , ,1,3,3,95648,8384, 6,2,2,1.11090517150140999e+00, 5,83, 3,31,5,1,1,1,1,1,1,1,1,1,11595,1, ,1,4,1,4,2,3,3,83,1,4,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,3, , ,2,1,2,1, 
5,5,4,1,1,3,3,3,2,2,3,1,3,1,3, , , , , , , , , , , , , , , , ,2,4, , ,0, , ,1,3,3,95670,8202, 6,1,1,8.36009201488836062e-01, 7,55, 6,34,5,2,3,2,1,1,1,1,1,1, 4607,1, ,1,4,1,4,2,5,5,55,2,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,2,1,6
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5, , ,0, , ,1,3,3,95630,8045, 6,1,2,9.08260694018581116e-01, 7,66, 3,34,5,2,3,2,1,1,1,2,2,3, 7272,1, ,2,2,4,2,2,5,5,66,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,1,2,1,6
5,5,5,5,2,3,2,1,3,1,4,3,3,2,3, , , , , , , , , , , , , , , , ,3,2, , ,0, , ,1,5,4,91730, 984,29,1,2,1.59907341818519000e+00,50,33,35,36,5,2,2,2,2,2,2,2,2,2, 9030,1, ,2,2,4,2,5,5,5,33,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,2,1,2,5
 , , , , , , , , , , , , , , ,1,5,1,2,4,1,3,2,3,3,3,3,4,1,3,1,3,5, ,1,1, , , ,6,5,90044,4214,35,1,3,7.35058881491171046e-01,61,69,43,19,5,3,1,1,1,1,1,1,3,1,11217,1, ,1,1,4,1,4,4,5,70,2,5, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,4,2,1,4
 , , , , , , , , , , , , , , ,1,5,5,5,2, , ,4, , , , , , ,3,2,2,4, , ,1, , ,1,6,5,90011,3324,28,2,3,5.40593257246399062e-01,57,55,37,19,5,2,2,2,2,2,2,1,1,1,12834,1, ,1,4,1,4,5,5,5,56,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,2, ,1, ,1,1,2,4
5,1,2,5,1,3,1,3,3,1,2,3,2,3,1, , , , , , , , , , , , , , , , ,5,4,1, ,0, , , ,8,7,92701,5361,34,1,3,1.36891005388609011e+00,68,52,46,30,5,3,1,1,1,3,1,1,1,3, 4917,1, ,1,1,4,2,4,3,5,52,2,7, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,1,2,1,7
3,3,2,4,1,3,3,1,3,1,3,3,1,2,3, , , , , , , , , , , , , , , , ,4,1, , ,0, , ,1,1,1,94920,1426, 2,2,2,1.87145254816433015e-01,12,22, 2,21,5,2,2,2,2,1,1,1,1,1,13712,1, ,2,1,4,1,4,5,5,22,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,2, , ,5,2,2,2
 , , , , , , , , , , , , , , ,2,5,5,4,1,3,1,3,4,1,3,2,2,3,1,4,1,4, , ,0, , ,1,7,6,95458,8519, 2,1,1,4.83542411162248054e-01, 4,62, 4,17,5,1,1,1,1,1,1,1,2,1, 2864,1, ,1,4,1,4,1,5,5,62,2,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,4, , ,2,3,2,1,1
4,4,4,1, ,3,3,2,2,3,3,2,3,1,2, , , , , , , , , , , , , , , , ,2,5, , ,0, , ,1,3,3,95973,8375, 1,2,2,1.11090517150140999e+00, 3,72, 1, 4,5,1,1,1,1,1,1,1,1,1, 4471,1, ,1,4,1,4,2,4,3,72,1,4,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,2,1,2,1,4
5,1,1,4,1,3,1,4,4,1,4,3,4,4,1, , , , , , , , , , , , , , , , ,5,2, , ,0, , ,1,5,4,91708,8817,22,2,1,8.26963962431281119e-01,59,35,35,36,5,1,1,1,1,1,1,1,1,1, 8200,1, ,1,1,4,1,5,5,5,35,1,3,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,2,2,4
 , , , , , , , , , , , , , , ,2,3,2,1,2,1,3,2,2,3,1,2,3,1,1,1,4,4, , ,0, , ,1,6,5,90278,2423,24,2,3,3.67531548514205053e-01,66,55,36,19,5,3,3,3,3,3,1,1,1,1,10585,1, ,1,1,4,1,4,3,3,55,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,7
5,5,4,5,4,4,4,4,4,4,4,4,4,4,3, , , , , , , , , , , , , , , , ,3,2,1, ,0, , , ,2,2,93933,2313,17,2,2,3.18339970910452008e+00,30,33,19,27,5,2,2,2,2,2,1,2,2,1, 8209,1, ,2,1,2,2,5,5,5,34,1,5, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4, , ,2,5,2,3,3
5,5,5,5,1,3,1,3,3,1,1,3,2,4,1, , , , , , , , , , , , , , , , ,5,1, , ,0, , , ,6,5,90802,8300,33,1,3,2.30598173027449005e-01,69,26,42,19,5,1,1,1,1,1,1,1,1,1, 7798,1,2,1,1,4,1,2,5,5,26,2,8, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,2,2,2,4
1,4,1,4,1,3,3,3,3,1,2,3,2,3,1, , , , , , , , , , , , , , , , ,4,6, , ,0, , ,1,1,1,94044,1036,13,1,3,5.15028867606659002e-01,23,75,16,41,5,1,1,1,1,1,1,1,1,1,10343,1, ,1,1,4,1,4,5,5,75,2,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,3,2,1,5
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, ,1,0, , , ,3,3,95966,9271, 1,2,1,1.15497209961734004e+00, 3,20, 1, 4,5,2,2,2,2,2,2,1,1,1, 8906,1, ,2,3,4,4,2,5,5,21,1,4, , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,5,2,1,4
 , , , , , , , , , , , , , , ,1,5,5,1,4,1,4,4,1,4,4,4,1,2,2,1,3,4, , ,0, , ,1,9,8,92054,2518,38,2,2,2.26804940990634030e-01,74,60,49,37,5,1,1,1,1,1,1,1,1,1,11776,1, ,1,1,4,1,3,5,5,60,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,3,2,2,1
 , , , , , , , , , , , , , , ,1,5,3,4,2,3,3,3,1,2,3,3,3,2,1,2,2,6, , ,0, , ,1,8,7,92612,8618,37,2,2,3.23622296424989020e-01,73,83,47,30,5,3,3,3,3,3,1,1,3,1, 8521,1, ,1,4,2,4,5,5,5,83,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2, ,2, ,1,2,3, 
 , , , , , , , , , , , , , , ,1,5,5,2,5,1,3,3,3,3,3,4,3,1,3,1,2,5, , ,0, , ,1,4,3,95258,9310, 5,1,1,1.87931815081724007e+00, 9,73, 9,39,5,2,3,2,2,2,1,1,1,1,10517,1, ,1,2,4,1,3,5,5,73,2,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,1,1,2,1,5
5,5,5,5,1,1,1,1,4,1,1,1,2,2,1, , , , , , , , , , , , , , , , ,4,1,1, ,0, , , ,3,3,95828,3856, 8,2,2,3.90964804996416015e+00,10,18, 7,34,5,2,2,2,2,2,2,2,2,2, 8588,1, ,2,1,4,4,4,2,5,18,1,3, , ,1, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4, , ,3,5,1,3,1
5,5,1,2,1,3,1,3,3,1,1,3,2,1,1, , , , , , , , , , , , , , , , ,4,5, , ,0, , , ,9,8,92078,5318,40,2,2,1.16461402926676993e+00,76,66,50,37,5,2,2,2,2,2,1,1,1,1,10317,1,1,2,3,4,1,3,5,5,67,1,5, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,3, , ,1,4,2,3, 
2,2,2,5,2,1,2,3,3,2,1,3,1,3,2, , , , , , , , , , , , , , , , ,4,3, , ,0, , ,1,7,6,95501,1309, 2,1,2,1.79302440830744003e+00, 2,46, 2,12,5,3,3,3,3,3,1,1,1,1, 2837,1, ,1,1,4,2,3,2,2,46,2,5,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,1,1,5
4,4,4,2,3,3,3,2,3,3,3,2,4,1,2, , , , , , , , , , , , , , , , ,2,1, , ,0, ,1, ,3,3,95937,   0, 3,2,1,9.96946665542810112e-02, 4,21, 4,57,5,2,2,2,2,2,1,1,1,1,  924,1, ,1,4,2,4,2,5,5,21,1,3, , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,3, , ,3,2,2,3,3
1,1,1,4,1,3,2,3,3,1,4,3,1,3,1, , , , , , , , , , , , , , , , ,3,4, , ,0, , ,1,1,1,95070,5377,13,2,1,3.80554229508520026e-01,23,61,16,43,5,2,1,1,1,1,1,1,1,1,14731,1, ,1,1,4,1,4,3,5,61,1,8,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,7
 , , , , , , , , , , , , , , ,2,2,1,2,4,1,4,1,2,3,1,3,4,2,3,1,4,4, , ,0, , , ,3,3,95817,2005, 8,2,3,2.35468364293698024e-01, 6,50, 7,34,5,1,1,1,1,1,1,1,1,1,10028,1,2,1,1,4,1,3,4,3,51,1,2, ,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,5,1,2,1
3,4,2,4,1,2,1,2,2,2,2,3,2,2,1, , , , , , , , , , , , , , , , ,3,6, , ,0, , ,1,3,3,95747,8036, 6,2,2,6.36444552401525088e-01, 5,79, 3,31,5,2,1,2,1,1,1,1,2,1, 8362,1, ,1,1,4,1,4,5,5,80,1,7,1, , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,1,1,1, , ,1,2,1,3
